datetime,open_interest,oi_usd
2026-04-08 09:00:00,2375025.043,5356536480.98048
2026-04-08 10:00:00,2377658.35,5346450118.977
2026-04-08 11:00:00,2384612.651,5345712282.451372
2026-04-08 12:00:00,2386861.554,5362132218.29208
2026-04-08 13:00:00,2396406.04,5403176698.388
2026-04-08 14:00:00,2407716.261,5383099784.85597
2026-04-08 15:00:00,2356077.259,5170199497.92219
2026-04-08 16:00:00,2334953.978,5170919031.05946
2026-04-08 17:00:00,2324772.452,5160511362.861177
2026-04-08 18:00:00,2316043.876,5166473474.8561535
2026-04-08 19:00:00,2318932.099,5102949219.77544
2026-04-08 20:00:00,2310072.579,5107170435.653055
2026-04-08 21:00:00,2307451.185,5096987922.619606
2026-04-08 22:00:00,2306948.791,5106984816.58834
2026-04-08 23:00:00,2286733.489,5006162706.510764
2026-04-09 00:00:00,2283655.062,4999392620.561682
2026-04-09 01:00:00,2284203.829,4984692526.482427
2026-04-09 02:00:00,2270367.658,4944437608.363161
2026-04-09 03:00:00,2269966.211,4949842920.38238
2026-04-09 04:00:00,2270727.019,4953172830.415161
2026-04-09 05:00:00,2269002.836,4938847713.00776
2026-04-09 06:00:00,2263598.437,4937225094.87818
2026-04-09 07:00:00,2264197.753,4937151126.34909
2026-04-09 08:00:00,2260884.576,4928660549.14272
2026-04-09 09:00:00,2258424.24,4935054289.495981
2026-04-09 10:00:00,2256807.618,4948979423.146077
2026-04-09 11:00:00,2258761.555,4945671905.553239
2026-04-09 12:00:00,2255582.588,4915065286.044723
2026-04-09 13:00:00,2253903.555,4918558493.8632
2026-04-09 14:00:00,2259065.524,4889429166.212393
2026-04-09 15:00:00,2256693.539,4912438196.50137
2026-04-09 16:00:00,2238921.167,4963688227.239
2026-04-09 17:00:00,2239175.836,4943087487.481712
2026-04-09 18:00:00,2244650.645,4986941538.615237
2026-04-09 19:00:00,2245524.786,4953672588.41172
2026-04-09 20:00:00,2250607.141,4986849198.980419
2026-04-09 21:00:00,2248779.776,4974737459.011317
2026-04-09 22:00:00,2244877.346,4960693189.648838
2026-04-09 23:00:00,2218976.339,4874292185.30096
2026-04-10 00:00:00,2208409.512,4834822068.588131
2026-04-10 01:00:00,2203914.233,4835343748.91734
2026-04-10 02:00:00,2201659.083,4829449281.51465
2026-04-10 03:00:00,2203968.171,4822150120.05774
2026-04-10 04:00:00,2207797.858,4824038319.73
2026-04-10 05:00:00,2207673.983,4845557395.06721
2026-04-10 06:00:00,2208775.22,4850867962.6596
2026-04-10 07:00:00,2205176.343,4818883655.30418
